label,nodeType,order,path,price,description,ingredients,link,imageLink
Mango Mastani,ProductType,7,"Inventory,Food,Restaurant,Mastani,Vegeterian,",80,,,https://drive.google.com/file/d/1x1W3-4w0CLGLlbwKYCXVTc1dCDP448KA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MangoMastani.jpg
Faluda,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/18QYH64FKFi7FcRKshly8PL2NzpcZK8wh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Faluda.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Faluda,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Faluda,",,,,,
Rose Faluda,ProductType,4,"Inventory,Food,Restaurant,Faluda,Vegeterian,",80,,,https://drive.google.com/file/d/1eyEz8gMi1Nmzlgdy8jOJH0YBP27WaHt1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/RoseFaluda.jpg
Chocolate Faluda,ProductType,5,"Inventory,Food,Restaurant,Faluda,Vegeterian,",80,,,https://drive.google.com/file/d/1bnVF-Sn_ggZR2vXHl2oEAnpT37NvbFVq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/ChocolateFaluda.jpg
Butterscotch Faluda,ProductType,6,"Inventory,Food,Restaurant,Faluda,Vegeterian,",80,,,https://drive.google.com/file/d/16o9cELZzgo6X6NP84CPNkfThJIPfSdeL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ButterscotchFaluda.jpg
Mango Faluda,ProductType,7,"Inventory,Food,Restaurant,Faluda,Vegeterian,",80,,,https://drive.google.com/file/d/1ZatpdemvzxLUqFNdTaB2LqsnirpvZ9-p/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/MangoFaluda.jpg
Ice Cream Faluda,ProductType,8,"Inventory,Food,Restaurant,Faluda,Vegeterian,",80,,,https://drive.google.com/file/d/1UNlsCU-2ZtXw8WE-A989-GyiKrvXF3tk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/IceCreamFaluda.jpg
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,1,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,1,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,1,,,,,
