label,nodeType,order,path,price,description,link,imageLink,ingredients
Palak Paneer,ProductType,50,"Inventory,Food,Restaurant,Entree,Vegeterian,",110,,https://drive.google.com/file/d/15TSU15zdBHcKR9I_i1fBqvMPLl4_FgN7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PalakPaneer.jpg,"500 gms Spinach, pureed,15-16 Paneer cubes,2 tbsp Oil,1 tsp Cumin seeds,1 Bay leaf,1 tsp Ginger, finely chopped,1 tsp Garlic, finely chopped,1 cup Onion paste (boiled), grated,1/2 cup Tomato, pureed,2 tsp Salt,1/2 tsp Garam masala,1/2 tsp Red pepper, powdered,1/2 tsp Coriander powder,2 nos Black cardamom (crushed),1 tbsp Cream."
Akkha Masur,ProductType,51,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1TpY-4iYzMqXD8lNGiKBdPfs7gWSYrU5C/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/AkkhaMasur.jpg,
Shevga Masala,ProductType,52,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1PLNegM8wBDLPbjDiiekLmoOYgxcpkeAj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Shevga-Masala.jpg,"2 Medium-sized drumsticks cut into 5cm pieces,1 medium Onion chopped,10-15 Curry Leaves,2 tbsp Ghee,2 Green chilies chopped,1 tbsp Chopped ginger-garlic,1 medium Tomato chopped,1 tsp Jeera,1 tsp Mustard Seeds,1 tsp Haldi,A pinch of Kasuri methi,Salt according to taste."
Aloo Matar,ProductType,53,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1RPW48BzzhnUcWMeSLM0JLisb-P-VDNi9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AlooMatar.jpg,"½ cup chopped onions,1 cup chopped tomatoes,1 teaspoon chopped ginger,1 teaspoon chopped garlic ,2 tablespoons oil,½ teaspoon cumin seeds,1 to 2 tablespoons fresh malai ,250 grams potatoes ,1 cup green peas,1 generous pinch asafoetida ,½ teaspoon red chili powder,¼ teaspoon turmeric powder,½ teaspoon Garam Masala,1.5 cups water,2 tablespoon chopped coriander leaves,salt as required."
Aloo Jeera,ProductType,54,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1THYyiuCKuYuJ9nypldTM9ak7Xm86NTfr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/AlooJeera.jpg,"5 to 6 potatoes 500 grams,½ teaspoon salt,water as required,3 tablespoons oil,3 teaspoons cumin seeds,2 to 3 green chilies,½ teaspoon turmeric powder,½ teaspoon red chili powder,salt as required,¼ cup chopped coriander leaves ,2 to 3 teaspoons lemon juice ."
Chana Masala,ProductType,55,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1nZdItXvChE8U5tIvcRPEw-xj1k3IGUsu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ChanaMasala.jpg,"1 cup chickpea / chana,water (for soaking),¼ tsp baking soda,¾ tsp salt,3 cup water (for pressure cooking),¼ cup coriander seeds,¼ cup cumin / jeera,2 tsp pepper,1 tsp clove,2 pod black cardamom,2 inch cinnamon,1 mace / javitri,1 tsp fennel / saunf,1 tsp shah jeera / caraway seed,10 dried red chilli,2 tbsp aamchur,2 tbsp kasuri methi,1 tsp turmeric,2 tbsp ghee / clarified butter,3 pod cardamom,1 bay leaf,1 tsp cumin / jeera,1 onion (finely chopped),1 chilli (slit),1 tsp ginger garlic paste,½ tsp salt,2 cup tomato puree,2 tbsp coriander (finely chopped)."
Chana Fry,ProductType,56,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,,https://drive.google.com/file/d/1RFS1DNPZQpWE-68Jhzmt8L7N6myxbdTT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChanaFry.jpg,
Soyabean Masala,ProductType,57,"Inventory,Food,Restaurant,Entree,Vegeterian,",80,,https://drive.google.com/file/d/1XJaHLE_WmdYQz2tocg2xXzmrZfS11UJo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Soyabean-Masala.jpg,"150 Gram Soybean ,1 Onion, chopped,2 tbsp Ginger, chopped,2 tbsp Garlic, chopped,1 Tomato, chopped,Green chillies, chopped,A pinch of Turmeric Powder,to taste Red Chilli Powder,to taste Salt,1 tbsp Chaat Masala,Refined Oil."
Matki Masala,ProductType,58,"Inventory,Food,Restaurant,Entree,Vegeterian,",80,,https://drive.google.com/file/d/1Rkde83_ZidHQIBT5A9z34-kzUFm4EJNb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MatkiMasala.jpg,
Aloo Gobi,ProductType,59,"Inventory,Food,Restaurant,Entree,Vegeterian,",80,,https://drive.google.com/file/d/1Uuw5SMoYhoRvHYS3NhDOTKkhMNUrcQyW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/AlooGobi.jpg,"4 tbsp oil,15 florets gobi / cauliflower,2 potato / aloo (peeled & chopped),3 tsp oil,1 tsp cumin / jeera,1 tsp  kasuri methi,1 onion (finely chopped),1 tsp  ginger garlic paste,1 chilli (slit),¼ tsp turmeric,½ tsp kashmiri red chilli powder,½ tsp coriander powder,¼ tsp cumin powder / jeera powder,¾ tsp salt,1 tomato (finely chopped),½ tsp aamchur,¼ tsp garam masala,2 tbsp coriander (finely chopped)."
Masala Gobi,ProductType,60,"Inventory,Food,Restaurant,Entree,Vegeterian,",80,,https://drive.google.com/file/d/1NXFMLcCT2JI6Kz01J0h5PiN6fkl1XcVK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/MasalaGobi.jpg,
Breads,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Bread.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Breads,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Breads,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Chapati,ProductType,4,"Inventory,Food,Restaurant,Breads,Vegeterian,",12,,https://drive.google.com/file/d/1BCZG8M0F-__45K4lUhTp357cF_FXpX8k/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Chapati.jpg,"2 1/2 cup whole wheat flour,salt as required,water as required,
1 tablespoon ghee."
Paratha,ProductType,5,"Inventory,Food,Restaurant,Breads,Vegeterian,",12,,https://drive.google.com/file/d/1TzQe_S2wAAEOYGt6H0PIyCfvU5Kmrnwx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/Paratha.jpg,"whole wheat flour 2 cups,Salt 1 tsp,water 3/4 cups,ghee (clarified butter) 1 cups"
Tandoori Roti,ProductType,6,"Inventory,Food,Restaurant,Breads,Vegeterian,",15,,https://drive.google.com/file/d/1p6eNQrcVnNmzujXu2Tlh9MKJdIX9WyOK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/TandooriRoti.jpg,"2.5 cups whole wheat flour,½ tablespoon oil – any neutral oil or ½ tablespoon softened butter,1 teaspoon salt or add as required,¾ to 1 cup water."
Tandoori Butter Roti,ProductType,7,"Inventory,Food,Restaurant,Breads,Vegeterian,",20,,https://drive.google.com/file/d/1lCjPtxyGQ1xnJvXJX6OALoj4ncfMgFBN/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/TandooriButterRoti.jpg,"2.5 cups whole wheat flour,½ tablespoon oil – any neutral oil or ½ tablespoon softened butter,1 teaspoon salt or add as required,¾ to 1 cup water.Butter."
Chinese,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Chinese.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Chinese,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Chinese,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Paneer Manchurian,ProductType,4,"Inventory,Food,Restaurant,Chinese,Vegeterian,",130,,https://drive.google.com/file/d/1EqHE3hvCkPqEYjP6uu4p5S3htSY97pAP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerManchurian.jpg,"""ingredients for Balls : chopped onion 1/4 cups,chopped green chillies 2 tsp,paneer shredded 200 gms,chopped Coriander leaves 1 tbsp,cornflour 2 tbsp,salt 1/2 tsp,white papper 1/4 tsp,Ingredients for gravy :oil 2 tbsp,garlic chopped 2 tsp,ginger chopped 1 tsp"""
Paneer Chilli,ProductType,5,"Inventory,Food,Restaurant,Chinese,Vegeterian,",130,,https://drive.google.com/file/d/1Kk0U0y2YhiaEMjyJl-zWAzSE1Y1J7mHd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/Paneerchilli.jpg,"Paneer: 1 cup cubed,Onions: 1 finely sliced,
Capsicum: 2 sliced,Green chillies: 2,Garlic: 1 tbsp finely chopped,
Corn flour: 1 /2 cup,Salt: 1 tsp,Black pepper powder: 1 tsp,
Soya sauce: 2 tbsp,Tomato sauce: 1 tbsp,Red chilli sauce: 2 tbsp"
Veg Manchurian,ProductType,6,"Inventory,Food,Restaurant,Chinese,Vegeterian,",100,,https://drive.google.com/file/d/1JcRpKUkGtHAU_F6awJQH4SDEVFXNNJY_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegManchurian.jpg,"""2 cups grated cabbage,1 grated carrot,3 tsp maida,2 tsp Salt,2 tsp chilli sauce,2 tsp soya sauce,2 tsp tomato ketchup,2 tsp lemon juice,1 tsp sugar,1capsicum,1 onion,2 tsp chopped gar"
Soyabean Chilli,ProductType,7,"Inventory,Food,Restaurant,Chinese,Vegeterian,",100,,https://drive.google.com/file/d/16JREf59QBqZODVgLSOHfRbMQX0HiIpvl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/SoyabeanChilli.jpg,"Soyabean 1 cup cubed,Onions: 1 finely sliced,Capsicum: 2 sliced,Green chillies: 2,Garlic: 1 tbsp finely chopped,Corn flour: 1 /2 cup,Salt: 1 tsp,Black pepper powder: 1 tsp,Soya sauce: 2 tbsp,Tomato sauce: 1 tbsp,Red chilli sauce: 2 tbsp"""
Tomato Soup,ProductType,8,"Inventory,Food,Restaurant,Chinese,Vegeterian,",70,,https://drive.google.com/file/d/1qhWW38vtbUr23w3F0uYayqtGNJhxmiYf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-Soup.jpg,"4 cups chopped fresh tomatoes,1 slice onion,4 cloves garlic,2 cups chicken broth,2 tablespoons butter,2 tablespoons all-purpose flour,1 teaspoon salt,2 teaspoons white sugar, or to taste."
Manchurian Soup,ProductType,9,"Inventory,Food,Restaurant,Chinese,Vegeterian,",70,,https://drive.google.com/file/d/1ReCx_cSPbYlkjRKb9NafYtaUsiOeRvMA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ManchurianSoup.jpg,
Veg Fried Rice,ProductType,10,"Inventory,Food,Restaurant,Chinese,Vegeterian,",100,,https://drive.google.com/file/d/1bz2y7h_zxW5FIwkPU1ouPFuPXrxVdyrI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Fried-Rice.jpg,"1 cup rice,1 tbsp soy sauce,1 capsicum, chopped,1/2 cup cabbage, chopped,1/2 cup spring onion, chopped,2 tsp ginger-garlic paste,1 tsp salt,2 Tbsp oil,etc"
Veg Tripple Rice,ProductType,11,"Inventory,Food,Restaurant,Chinese,Vegeterian,",110,,https://drive.google.com/file/d/1mzNSff6I9zOqF5Re0HH4M1NYnzbubdv0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Tripple-Rice.jpg,"Cooked Basmati rice-1 cup,Boiled Noodles- ½ cup,Carrots chopped- ¼ cup,Shredded cabbage- ¼ cup,Spring onion chopped-2 tbsp,Garlic chopped-1 tbsp,Salt-to taste,etc."
Veg Manchurian Rice,ProductType,12,"Inventory,Food,Restaurant,Chinese,Vegeterian,",110,,https://drive.google.com/file/d/1jNrUl4zWkDBHdSQ9fMRkuIqsymylvahc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegManchurianRice.jpg,
Veg Schezwan Rice,ProductType,13,"Inventory,Food,Restaurant,Chinese,Vegeterian,",110,,https://drive.google.com/file/d/1-I-WSFeFbKd9hlnc9-xzXQYn5XKPgbKD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSchezwanRice.jpg,"3 cups cooked Plain Rice,1¾ cups Mixed Vegetables (french beans, carrot, capsicum, cabbage, celery),2-3 cloves of Garlic, finely chopped (approx. 1/2 tablespoon),2-3 tablespoon Schezwan Sauce,Salt to taste,etc"
Desserts,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Desserts.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Desserts,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Desserts,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Gulab Jamun,ProductType,4,"Inventory,Food,Restaurant,Desserts,Vegeterian,",30,,https://drive.google.com/file/d/1TbtnkGTLMpu0NDPKRVb7_KyhTDD652nr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/GulabJamun.jpg,
Jalebi,ProductType,5,"Inventory,Food,Restaurant,Desserts,Vegeterian,",30,,https://drive.google.com/file/d/1lsGqjbYGU2P1tC1IMLg5FwCqC69TUrSU/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/Jalebi.jpg,
Noodles,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Noodles.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Noodles,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Noodles,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Veg Hakka Noodles,ProductType,4,"Inventory,Food,Restaurant,Noodles,Vegeterian,",100,,https://drive.google.com/file/d/1Q90LHM1ZJtlXVlbMoWnysu0n9Ip0TJG0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hakka-Noodles.jpg,"3-4 tbsp oil,1 medium size onion chopped,1 tsp crushed garlic and green chillies,1 carrot,75 gms beans,1 medium size capsicum,2 tsp chilli sauce,2 tsp soya sauce,1 tsp Schezwan sauce,1 tspmixedherbs"
Veg Schezwan Noodles,ProductType,5,"Inventory,Food,Restaurant,Noodles,Vegeterian,",110,,https://drive.google.com/file/d/110qPjMnVJgCASzjlU24PKREL29s_4OW1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSchezwanNoodles.jpg,"250 grams noodles,2 tbsp olive oil,3 clove garlic (finely chopped),4 tbsp spring onion (chopped),½ carrot (chopped),4 tbsp cabbage (shredded),½ capsicum (chopped),2 tbsp schezwan sauce,▢½ tsp salt,etc"
Veg Tripple Noodles,ProductType,6,"Inventory,Food,Restaurant,Noodles,Vegeterian,",110,,https://drive.google.com/file/d/1cXU3XUSu2UhWJ5fKdoWcr-ixpcny89fr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/VegTrippleNoodles.jpg,"Cooked Basmati Noodles-1 cup,Boiled Noodles- ½ cup,Carrots chopped- ¼ cup,Shredded cabbage- ¼ cup,Spring onion chopped-2 tbsp,Garlic chopped-1 tbsp,Salt-to taste,etc."
Veg Manchurian Noodles,ProductType,7,"Inventory,Food,Restaurant,Noodles,Vegeterian,",110,,https://drive.google.com/file/d/18nb4TV0DNqOCfS3RhzF1UoGG4z7bhQri/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegManchurianNoodles.jpg,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Rice,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Plain Rice,ProductType,4,"Inventory,Food,Restaurant,Rice,Vegeterian,",70,,https://drive.google.com/file/d/18J_mJa06XUs-QW11tFlny9iB4N4MgBaj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Plain-Rice.jpg,"1 cup Rice,3 cups Water,1 tsp Oil (optional),1 tsp Salt (optional)"
Plain Rice Full,ProductUnit,5,"Inventory,Food,Restaurant,Rice,Vegeterian,Plain Rice,",70,,https://drive.google.com/file/d/1dUIF8EVW5-rM5FBwTvYL7kMpDGgKkHQg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Plain-Rice.jpg,"1 cup Rice,3 cups Water,1 tsp Oil (optional),1 tsp Salt (optional)"
Plain Rice Half,ProductUnit,6,"Inventory,Food,Restaurant,Rice,Vegeterian,Plain Rice,",45,,https://drive.google.com/file/d/1dUIF8EVW5-rM5FBwTvYL7kMpDGgKkHQg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Plain-Rice.jpg,"1 cup Rice,3 cups Water,1 tsp Oil (optional),1 tsp Salt (optional)"
Jeera Rice,ProductType,7,"Inventory,Food,Restaurant,Rice,Vegeterian,",80,,https://drive.google.com/file/d/1-GF04qtXF6mVP48_0ek2Qj07ZNbdnEES/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRice.jpg,"½ cup basmati rice,1 tsp oil,½ tsp salt,½ tsp salt,2 tbsp coriander,water,etc"
Jeera Rice Full,ProductUnit,8,"Inventory,Food,Restaurant,Rice,Vegeterian,Jeera Rice,",80,,https://drive.google.com/file/d/1XWi_RFUxoXm7T2NMDEQrUBKa57-mY2EL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceFull.gif,"½ cup basmati rice,1 tsp oil,½ tsp salt,½ tsp salt,2 tbsp coriander,water,etc"
Jeera Rice Half,ProductUnit,9,"Inventory,Food,Restaurant,Rice,Vegeterian,Jeera Rice,",50,,https://drive.google.com/file/d/1gab5eRuLll1Ed8DokZQ1FuTko20Esbwa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceHalf.jpg,"½ cup basmati rice,1 tsp oil,½ tsp salt,½ tsp salt,2 tbsp coriander,water,etc"
Masala Rice,ProductType,10,"Inventory,Food,Restaurant,Rice,Vegeterian,",110,,https://drive.google.com/file/d/1f42W8I8vF2MKOR1_NEpVKeDqUYYxbwXH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaRice.jpg,"1 tbsp ghee,1 tsp mustard,1 tsp cumin / jeera,½ tsp saunf / fennel,pinch asafoetida / hing,few curry leaves,½ tsp ginger garlic paste,½ onion,1 tomato ,½ carrot,2 tbsp peas / matar,3 beans ,¼ capsicum,¼ tsp turmeric,¾ tsp kashmiri red chilli powder,1 tsp coriander powder,½ tsp garam masala,2 cup cooked rice,1 tsp salt,2 tbsp coriander."
Veg Pulao,ProductType,11,"Inventory,Food,Restaurant,Rice,Vegeterian,",110,,https://drive.google.com/file/d/1Q9y5vfasmuYAjDTQOc6uFluyeWQ-5t2O/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegPulao.jpg,"5 cup Cabbage,2 small onions,5 cup of capcicum,5 cup of soya chunks,2 small carrots,5 spoon of garam masala,1 spoon of ginger garlic paste,2 spoon of jeeraseeds,3 spoons of salt,1 spoon of ghee,5 cup of oil,5 cup of peas"
Veg Biryani,ProductType,12,"Inventory,Food,Restaurant,Rice,Vegeterian,",110,,https://drive.google.com/file/d/1jR3STBQoAfkKOHnvdjdNXjOE5ZqtJexz/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Biryani.jpg,"Basmati Rice 1 1/2 cups,Carrots 2 medium,Carrots 1/2 inch pieces 2 medium,French beans 1/2 inch pieces 15,Cauliflower 10-12 florets,Green peas shelled 1 cup,Salt to taste,Green cardamons 8,Black cardamom 1,Cloves 15,"
Mushroom Rice,ProductType,13,"Inventory,Food,Restaurant,Rice,Vegeterian,",110,,https://drive.google.com/file/d/1KF_QbR0UUrS_QKV54PLFKv_TxEi12wa5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomRice.jpg,
Dal Khichdi,ProductType,14,"Inventory,Food,Restaurant,Rice,Vegeterian,",90,,https://drive.google.com/file/d/1eYgIjQw-U3ZGT8GEPhcg9KZJWnc7BvLu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalKhichdi.jpg,
Roasted,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChillyCheeseroast.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roasted,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Roasted,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Masala Papad Bada,ProductType,4,"Inventory,Food,Restaurant,Roasted,Vegeterian,",35,,https://drive.google.com/file/d/1t9b-m0eVg6R3SSHkZItUr8YGWfILtuxP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/MasalaPapadBada.jpg,
Roast Papad Bada,ProductType,5,"Inventory,Food,Restaurant,Roasted,Vegeterian,",25,,https://drive.google.com/file/d/1F96mCNg5wrpeLZ8j470XfFvUZUKjRoQb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/RoastPapadBada.jpg,
Chana Papad,ProductType,6,"Inventory,Food,Restaurant,Roasted,Vegeterian,",15,,https://drive.google.com/file/d/1v7XbD_e3oK2VyBTPK8cQkUb5MQAI2AaB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-5/ChanaPapad.jpg,
