label,nodeType,order,path,price,ingredients,link,imageLink,Swiggy ,Zomato ,description
Beverages,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,,,,
Packeged Drinking water,ProductType,3,"Inventory,Food,Restaurant,Beverages,Vegeterian,",20,,,,,,
Cold Coffee,ProductType,4,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,,https://drive.google.com/file/d/12q3woJzjR7FpBQfmLThIsX0ExUZ8wRPo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffee.jpg,,,
Cold Coffee with Vanila,ProductType,5,"Inventory,Food,Restaurant,Beverages,Vegeterian,",100,,https://drive.google.com/file/d/1fD33YXXzyE3UFBHM_DVuv4TkGBz0xG4-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffeeWithVanila.jpg,,,
Butter Milk Masala,ProductType,6,"Inventory,Food,Restaurant,Beverages,Vegeterian,",40,,https://drive.google.com/file/d/1dNFdzmlpU27Fhw8KmvTzNdtSMXLbnlzx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterMilkMasala.jpg,,,
Butter Milk Plain,ProductType,7,"Inventory,Food,Restaurant,Beverages,Vegeterian,",30,,https://drive.google.com/file/d/13C2HNm1nwA5zBhYiI7xYXyCGnA9X8QMH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterMilkPlain.jpg,,,
Gulab Jamun With Ice Cream,ProductType,8,"Inventory,Food,Restaurant,Beverages,Vegeterian,",70,,,,,,
Vanila with Hot Chocolate Sauce,ProductType,9,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,,,,,,
Kokita Special Ice-Cream,ProductType,10,"Inventory,Food,Restaurant,Beverages,Vegeterian,",120,,,,,,
Sweets,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/sweet.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Sweets,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Sweets,",,,,,,,
Gulab Jamun,ProductType,3,"Inventory,Food,Restaurant,Sweets,Vegeterian,",50,"milk powder,Egg,Sooji,Baking Powder,sugar,Water,Cardamom powder",https://drive.google.com/file/d/1TbtnkGTLMpu0NDPKRVb7_KyhTDD652nr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/GulabJamun.jpg,,,
Gajar Halwa,ProductType,4,"Inventory,Food,Restaurant,Sweets,Vegeterian,",50,"gajar,condensed milk,chopped dry fruits,malai",https://drive.google.com/file/d/1w7R_cZDuDWgCxREjblrZoG1h8QagBGIb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GajarHalwa.jpg,,,
Roasted,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChillyCheeseroast.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roasted,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roasted,",,,,,,,
Roasted Papad,ProductType,3,"Inventory,Food,Restaurant,Roasted,Vegeterian,",20,"Papad,tomato,onion,cucumber,Lemon juice,black salt,black pepper",https://drive.google.com/file/d/1of1vgMY8AXJeDPdUGKu4-2fJb9nwbbQ4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/RoastedPapad.jpg,,,
Fry Papad,ProductType,4,"Inventory,Food,Restaurant,Roasted,Vegeterian,",25,"cup,salt,red chilli powder,chat masala",https://drive.google.com/file/d/1CXp-AUOHGYhoMisfi_jKPGpu_ezSeqan/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FryPapad.jpg,,,
Masala Papad,ProductType,5,"Inventory,Food,Restaurant,Roasted,Vegeterian,",30,"onion,tomatoes,green chillies,coriander,lemon juice,chat masala,cucumbe",https://drive.google.com/file/d/1ypAnHqCtC52zDbEKyPOq7b5i9Uwj2c_r/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/MasalaPapad.jpg,,,
Finger Chips Masala,ProductType,6,"Inventory,Food,Restaurant,Roasted,Vegeterian,",80,"potato,Oil,Salt,Black pepper",https://drive.google.com/file/d/1zg6l0HgwVxhrO7Y-hdzCrW_GTuVYc9Kq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FingerChipsMasala.jpg,,,
Finger Chips Plain,ProductType,7,"Inventory,Food,Restaurant,Roasted,Vegeterian,",70,"potato,Oil,Salt,Black pepper",https://drive.google.com/file/d/1zDKhvfCk-cijinYet72mSq1xK6fSsoH9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FingerChipsPlain.png,,,
Onion Pakoda,ProductType,8,"Inventory,Food,Restaurant,Roasted,Vegeterian,",70,"Red onion,pepper,salt,red chilly powder,turmeric powder,soda,gram flour,water,oil",https://drive.google.com/file/d/1GSiQ3dldo8AURsDTZvnk5venQv5TLYWe/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/OnionPakoda.jpg,,,
Mix Pakoda,ProductType,9,"Inventory,Food,Restaurant,Roasted,Vegeterian,",80,"onion, capsicum, carrot, sweet corn, cabbage,besan,chickpea flour,salt,green chilli finely chopped,curd,carom seed,ajwain,red chilli powder,turmeric powder",https://drive.google.com/file/d/1B8nlMxSnVDk54de4vUS_mTtm5bMHNhgh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MixPakoda.jpg,,,
Soups,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Soup.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,,,,,
Palak Soup,ProductType,3,"Inventory,Food,Restaurant,Soups,Vegeterian,",80,"Palak puree,Red Chilly powder,Water,Black pepper",https://drive.google.com/file/d/1b_lZk1-jhMLuqQF-BoqOibwGWxw_y8qi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PalakSoup.jpg,,,
Sweet Corn,ProductType,4,"Inventory,Food,Restaurant,Soups,Vegeterian,",90,"Sweet corn,Water,onion,carrot,garlic cloves,
Cinnamon,Whole black pepper,Cumin seeds powder",https://drive.google.com/file/d/1LdnHQPKZKF1xpxx6pmTlCV2iJfuzXwjn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sweet-Corn.jpg,,,
Clear Soup,ProductType,5,"Inventory,Food,Restaurant,Soups,Vegeterian,",70,"cabbage,tomato,carrot, capsicum, onion,cournflour,grated ginger,garlic,butter,tomato sauce,water,chilli sauce,salt",https://drive.google.com/file/d/1kth3M2EvQWI9T1K7S_eP7p1oTFJWtxEa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ClearSoup.jpg,,,
Veg Manchow,ProductType,6,"Inventory,Food,Restaurant,Soups,Vegeterian,",80,"onion,capsicum,mushroom,soya suce,vinegar,vegetable,fried chow pack,
spring onions,salt",,,,,
Tomato Soup,ProductType,7,"Inventory,Food,Restaurant,Soups,Vegeterian,",90,"red tomatoes,salt,black paper powder,sugar,
bread crutons",https://drive.google.com/file/d/1qhWW38vtbUr23w3F0uYayqtGNJhxmiYf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-Soup.jpg,,,
Roast Corn,ProductType,8,"Inventory,Food,Restaurant,Soups,Vegeterian,",90,,https://drive.google.com/file/d/1-IPE1xB1otLxlmEX2_fMiafA4P7CfuyI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roast-Corn.jpg,,,
Hot and Sour,ProductType,9,"Inventory,Food,Restaurant,Soups,Vegeterian,",80,"carrot,onion,capsicum,cabbage,cornflour,water,green chilli,chilli powered,soya sauce,vinegar,
sugar",,,,,
Lemon Corrinder,ProductType,10,"Inventory,Food,Restaurant,Soups,Vegeterian,",80,"Finely chopped coriander leaves 1 cups,Finely chopped spring onion 2 tbsp,
cabbage 2 tbsp,carrot 2 tbsp,Water 3 cups,Chopped garlic cloves 4 nos,
Ginger chopped 1/2 tsp,Lemon juice 1 tbsp,Salt 1/4 tsp,Finely chopped green chilly 1 nos",https://drive.google.com/file/d/1_kUMHKSejjW5X8Tcbnedk66T5UHOC6kL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LemonCorrinder.jpg,,,
Starters,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Starters.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Starters,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Starters,",,,,,,,
Paneer Tikka,ProductType,3,"Inventory,Food,Restaurant,Starters,Vegeterian,",180,"Paneer,Red Onion,Bell pepper,Tomato,Thick yogurt,Tablespoons,Vinegar,Tandoori BBQ masala,Kashmiri Chili powder",https://drive.google.com/file/d/1PJwE1sbtvBu26CpKRTyXSOwWl4B0uAHa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerTikka.jpg,,,
Paneer Banjara Kabab,ProductType,4,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,"Paneer,Sattu,green chilly,
Red chilly powder,Ginger garlic paste,
Amchur powder,Garam masala powder,
Corn flour,Salt,Bread",https://drive.google.com/file/d/1lvF4Rf7GjYi_XjN1HsPRfWnjjPFumxz0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerBanjaraKabab.jpg,,,
Paneer Pahadi Kabab,ProductType,5,"Inventory,Food,Restaurant,Starters,Vegeterian,",200,,https://drive.google.com/file/d/12cDsPDCsiYkZ9s-202-a8iwomm76rHi8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPahadiKabab.jpg,,,
Veg Sheekh Kabab,ProductType,6,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,"corn seeds,potatoes,green peas,carrot,onion,bread crumbs,corn flour,salt,black pepper powder",https://drive.google.com/file/d/1llQEtwwx3ycDUI0SW1rSnurxRDpR9rgJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Sheekh-Kabab.jpg,,,
Hara Bhara Kabab,ProductType,7,"Inventory,Food,Restaurant,Starters,Vegeterian,",160,"Spinach,Green peas,Potatoes,peeled,grated,Green chillies,Ginger,Fresh coriander,Chaat masala,Cornflour,besan",https://drive.google.com/file/d/1-SKLAYksJKTVuep7TVzhlh5LDLgDgn_g/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/HaraBharaKabab.jpg,,,
Chinese Bhel,ProductType,8,"Inventory,Food,Restaurant,Starters,Vegeterian,",150,"noodles fried,onion sliced,capsicum cut,
powder sugar,tomato sauce,lemon,
red chilli powder,pepper powder,chopped coriander leaves",https://drive.google.com/file/d/1GPi9hn0ZkUeegyxQKlKo7r_UcsvbSsw4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ChineseBhel.jpg,,,
Gobi Manchurian Dry,ProductType,9,"Inventory,Food,Restaurant,Starters,Vegeterian,",140,"manchirian,cauliflower florets,capsicum chopped,
onion,corn flour,maida,water,oil",https://drive.google.com/file/d/1F4ktcKuuD5MmUHJ4sSrUbt_X6owksT9H/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GobimanchurianDry.jpg.jpg,,,
Veg Manchurian Dry,ProductType,10,"Inventory,Food,Restaurant,Starters,Vegeterian,",140,"cabbage,carrot,maida,Salt,chilli sauce,soya sauce,tomato ketchup,lemon juice,sugar,capsicum",https://drive.google.com/file/d/1WUVLy-4rg52XSvwqhUfVZYomOF7VhOB2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/veg-manchurian-dry.jpg,,,
Veg Crispy,ProductType,11,"Inventory,Food,Restaurant,Starters,Vegeterian,",160,"corn,green capsicum,cauliflower Florets,oil,cornflour,maida,lemon juice,ginger,green spring onion,salt",https://drive.google.com/file/d/1eRoWy7sVeONn6q-umwbzYIj5GCmDsI26/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/VegCrispy.jpg,,,
Golden Crispy Corn,ProductType,12,"Inventory,Food,Restaurant,Starters,Vegeterian,",160,"sweet corn kernelss,all-purpose flour,maida,
rice flour,corn flour,ginger-garlic paste,
red chilli flakes,Salt to taste tsp,black pepper powder ",https://drive.google.com/file/d/1UVvNvaHmJbIMxt9wdVTTDWYDJmfNZbjt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GoldenCrispyCorn.jpg,,,
Veg Hot Pan,ProductType,13,"Inventory,Food,Restaurant,Starters,Vegeterian,",175,,https://drive.google.com/file/d/1MB8UV4v3x4Ll6E-w2vBard1t3iecvVmJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegHotPan.jpg,,,
Paneer Hot Pan,ProductType,14,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,,https://drive.google.com/file/d/10OuWGSX7p3KTSYain9T4xscZVc9_eCeW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerHotPan.jpg,,,
Paneer Chilly Dry,ProductType,15,"Inventory,Food,Restaurant,Starters,Vegeterian,",180,"paneer,Capsicum,Onion,Soya Sauce,chings paneer chilly masala,
Garlic Cloves,Spring Onion,Tomato Sauce",https://drive.google.com/file/d/1nTla9B6fd-E4jZKNY4fs-sNre_VRVJUj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerChillyDry.jpg,,,
Paneer Saibo,ProductType,16,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,,,,,,
Paneer 65,ProductType,17,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,"paneer,Maida,Corn flour,Rice flour,red food colouring,salt,
Soy sauce,Lemon juice,Ginger garlic paste",https://drive.google.com/file/d/18eQOtotfInWqsh70Rc6NLKcegEIaW-3Y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Paneer65.jpg,,,
Paneer Manchurian,ProductType,18,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,"PANEER CUBE,CORNFLOUR,OIL..FOR FRYING,
GARLIC PASTE,GINGER PASTE,RED CHILLI SAUCE,
GREEN CHILLI SAUCE,VINEGAR WHITE",https://drive.google.com/file/d/1EqHE3hvCkPqEYjP6uu4p5S3htSY97pAP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerManchurian.jpg,,,
Paneer Pakoda,ProductType,19,"Inventory,Food,Restaurant,Starters,Vegeterian,",140,"paneer cubes,Carom seeds,chilli powder,aamchur powder,paneer masala,coriander powder,oil for frying,baking soda,salt,pinch of hing,bengal",https://drive.google.com/file/d/1GXXvajp0oAFz1nuXU7rs31No579wKwgl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPakoda.jpg,,,
Veg Finger in Schezwan Sauce,ProductType,20,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,,,,,,
Hot Paneer Garlic,ProductType,21,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,"Paneer,Capsicum,oil,Garlic, crushed,size Onion, red chili,Tomato sauce,red,green chilli sauce,Soya sauce,
Pepper,Salt,Lemon Juice,Vinegar",https://drive.google.com/file/d/1XTcAoOHdvAkD-twFZNq4_9CXkDr3Kf0x/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotPaneerGarlic.jpg,,,
Veg 65 Dry,ProductType,22,"Inventory,Food,Restaurant,Starters,Vegeterian,",150,,https://drive.google.com/file/d/1MlbpSCsydSVXlZpRqmYaDs17Feb7QsT0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-65-Dry.jpg,,,
Kokita Paneer Starter,ProductType,23,"Inventory,Food,Restaurant,Starters,Vegeterian,",210,,,,,,
Chinese,ProductClass,24,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Chinese.jpg,,,
Vegeterian,ProductLine,25,"Inventory,Food,Restaurant,Chinese,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,25,"Inventory,Food,Restaurant,Chinese,",,,,,,,
Veg Chow Main,ProductType,26,"Inventory,Food,Restaurant,Chinese,Vegeterian,",150,,,,,,
Veg Manchurian Liq,ProductType,27,"Inventory,Food,Restaurant,Chinese,Vegeterian,",160,,,,,,
Paneer Chilly Liq,ProductType,28,"Inventory,Food,Restaurant,Chinese,Vegeterian,",190,,,,,,
Hakka Noodle,ProductType,29,"Inventory,Food,Restaurant,Chinese,Vegeterian,",140,,https://drive.google.com/file/d/1lmZY2UioRlG7dKQsa_e8M8N2Kgtq_m3D/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HakkaNoodle.jpg,,,
Veg Sechzwan Noodle,ProductType,30,"Inventory,Food,Restaurant,Chinese,Vegeterian,",160,,,,,,
Chinese Chopsy,ProductType,31,"Inventory,Food,Restaurant,Chinese,Vegeterian,",160,,https://drive.google.com/file/d/1b6bj8oE6-ULAIW26VRzGv8WSlbUTGXLV/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChineseChopsy.jpg,,,
