label,nodeType,order,path,price,Ingredients,link,imageLink,description
Egg Fried Rice,ProductType,4,"Inventory,Food,Restaurant,Rice,NonVegeterian,",100," Eggs,  Rice, uncooked,  Carrot, finely chopped,
  Capsicum, finely chopped,  Spring Onions Greens, finely chopped,
  Spring Onion whites, finely chopped,  Chopped French Beans, finely chopped,
 Onion, finely chopped",https://drive.google.com/file/d/1uhyQ0c_TMyzzUugTISJHKNkvyHNobqbb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggFriedRice.jpg,
Noodles,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Noodles.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Noodles,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Noodles,",,,,,
Egg Shezwan Noodle,ProductType,4,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",100,,https://drive.google.com/file/d/151PDG1UQWvU02Jx6FGaegJ8brpyXEfl8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggShezwanNoodle.jpg,
Beverages,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Hot Coffee,ProductType,4,"Inventory,Food,Restaurant,Beverages,Vegeterian,",10,,https://drive.google.com/file/d/1cfiDDRvwcGudhk_KsazZCi2zso-l8t3e/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotCoffee.jpg,
Cold Coffee,ProductType,5,"Inventory,Food,Restaurant,Beverages,Vegeterian,",40,"Milk  ,Coffee  ,Sugar  ,Coco Powder  ,Chocolate Syrup  ,
Ice Cubes  ",https://drive.google.com/file/d/12q3woJzjR7FpBQfmLThIsX0ExUZ8wRPo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffee.jpg,
Coffee With Ice Cream,ProductType,6,"Inventory,Food,Restaurant,Beverages,Vegeterian,",50,"Cold milk  ,Sugar  ,Ice cubes  ,Coffee powder  ,
Vanilla ice cream scoop  ", ,,
Bournvita Shake,ProductType,7,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,,https://drive.google.com/file/d/1iGdt3HH-i0qvDrd-_CdwSvJ1OM07220x/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BournvitaShake.jpg,
Milk Shake,ProductType,8,"Inventory,Food,Restaurant,Beverages,Vegeterian,",45,"milk  ,dry fruits  ,sugar  ",https://drive.google.com/file/d/1dO5yWZH2XhocX-lMl_WE9IXFovHUAy_6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MilkShake.jpg,
Faluda,ProductType,9,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,,https://drive.google.com/file/d/18QYH64FKFi7FcRKshly8PL2NzpcZK8wh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Faluda.jpg,
Dry Fruits Mastani,ProductType,10,"Inventory,Food,Restaurant,Beverages,Vegeterian,",90,,https://drive.google.com/file/d/1JGn1wpW_p4OQrQbR7o8oLV0RBRCpRgGu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DryFruitsMastani.jpg,
Mango Mastani,ProductType,11,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,"vanilla ice creams scoops  ,Almonds chopped  ,Pistachios Chopped  ",https://drive.google.com/file/d/1x1W3-4w0CLGLlbwKYCXVTc1dCDP448KA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MangoMastani.jpg,
Mint Mojito Mocktails,ProductType,12,"Inventory,Food,Restaurant,Beverages,Vegeterian,",45,"Mint leaves,Lemon ,Club Soda,Sugar Syrup ,
Icecubes ",https://drive.google.com/file/d/1304SsmKxS19fpIJv0JMJe_JyLPfJHFG5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MintMojitoMocktails.jpeg,
Blue Lagoon Mocktails,ProductType,13,"Inventory,Food,Restaurant,Beverages,Vegeterian,",45,"BLUE CURRACO  ,MINT LEAVES  ,LEMON JUICE  ,
LEMON SLICE  ,SUGAR  ,SODA  ,KASKAS  ,
WATER  for serving glass  for soaking kaskas  ,
CRUSHEDCUBED ICE  ",https://drive.google.com/file/d/113OR0ItaxVfUTLFoPrfF30cRfP7iMo19/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BlueLagoonMocktails.jpg,
Pink Lady Mocktails,ProductType,14,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/1URADkVuInwmygk__SJI5LP_6eqPI_UUO/view?usp=sharing,,
Fresh Lime Soda Mocktails,ProductType,15,"Inventory,Food,Restaurant,Beverages,Vegeterian,",30,,https://drive.google.com/file/d/1JLT3e6ztQk5IJ13AVxsntEU2pO1OP91G/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FreshLimeSodaMocktails.jpg,
